manufactory;product_name;segment;category;subcategory;Product ID;Product Available (Inventory)
Other;Economy Rollaway Files;Consumer;Office Supplies;Storage;216;243
Other;Desktop 3-Pocket Hot File;Home Office;Office Supplies;Storage;1171;276
Hon;Hon 61000 Series Interactive Training Tables;Corporate;Furniture;Tables;1172;375
Belkin;Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector;Corporate;Office Supplies;Appliances;1173;499
Xerox;Xerox 2000;Corporate;Office Supplies;Paper;779;415
Belkin;Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector;Consumer;Office Supplies;Appliances;1173;217
Other;Padded Folding Chairs, Black, 4/Carton;Consumer;Furniture;Chairs;528;120
Prang;Prang Dustless Chalk Sticks;Consumer;Office Supplies;Art;319;313
Other;Computer Printout Paper with Letter-Trim Perforations;Consumer;Office Supplies;Paper;1174;208
Tennsco;Tennsco 6- and 18-Compartment Lockers;Consumer;Office Supplies;Storage;26;288
Acco;Acco Perma 3000 Stacking Storage Drawers;Consumer;Office Supplies;Storage;1016;349
Xerox;Xerox 1974;Consumer;Office Supplies;Paper;1035;89
Belkin;Belkin 7-Outlet SurgeMaster Home Series;Consumer;Office Supplies;Appliances;1175;342
Westinghouse;Westinghouse Floor Lamp with Metal Mesh Shade, Black;Home Office;Furniture;Furnishings;1176;432
Avanti;Avanti 4.4 Cu. Ft. Refrigerator;Home Office;Office Supplies;Appliances;1177;27
Tennsco;Tennsco Commercial Shelving;Home Office;Office Supplies;Storage;202;82
Sony;Sony 32GB Class 10 Micro SDHC R40 Memory Card;Home Office;Technology;Accessories;1178;11
Other;Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black;Home Office;Technology;Phones;1179;399
Cisco;Cisco Unified IP Phone 7945G VoIP phone;Home Office;Technology;Phones;688;328
Other;Master Giant Foot Doorstop, Safety Yellow;Consumer;Furniture;Furnishings;1180;96
Global;Global Value Mid-Back Manager's Chair, Gray;Corporate;Furniture;Chairs;94;26
Other;Letter Size Cart;Corporate;Office Supplies;Storage;606;334
Eldon;Eldon Spacemaker Box, Quick-Snap Lid, Clear;Corporate;Office Supplies;Art;1181;106
Eldon;Eldon Regeneration Recycled Desk Accessories, Smoke;Consumer;Furniture;Furnishings;365;361
Acme;Acme Rosewood Handle Letter Opener;Consumer;Office Supplies;Supplies;1182;298
Cardinal;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;Consumer;Office Supplies;Binders;592;484
Global;Global Deluxe Office Fabric Chairs;Corporate;Furniture;Chairs;1183;486
Eldon;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;Corporate;Furniture;Furnishings;51;445
Howard Miller;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";Corporate;Furniture;Furnishings;316;22
Ibico;Ibico Laser Imprintable Binding System Covers;Corporate;Office Supplies;Binders;82;304
Other;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;Corporate;Office Supplies;Fasteners;693;367
Holmes;Holmes 99% HEPA Air Purifier;Consumer;Office Supplies;Appliances;1184;66
Tripp Lite;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;Consumer;Office Supplies;Appliances;705;124
Wirebound;"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page";Consumer;Office Supplies;Paper;608;402
Other;Sensible Storage WireTech Storage Systems;Consumer;Office Supplies;Storage;135;474
Global;Global Deluxe High-Back Manager's Chair;Home Office;Furniture;Chairs;7;273
Fellowes;Fellowes Bankers Box Stor/Drawer Steel Plus;Consumer;Office Supplies;Storage;557;256
Bevis;Bevis Steel Folding Chairs;Consumer;Furniture;Chairs;343;214
Xerox;Xerox 1927;Consumer;Office Supplies;Paper;1185;12
Staple-on labels;Staple-on labels;Home Office;Office Supplies;Labels;116;292
GBC;GBC DocuBind 300 Electric Binding Machine;Consumer;Office Supplies;Binders;1139;234
Xerox;Xerox 1983;Corporate;Office Supplies;Paper;1186;442
Enermax;Enermax Acrylux Wireless Keyboard;Corporate;Technology;Accessories;1187;329
Eldon;"Eldon ""L"" Workstation Diamond Chairmat";Consumer;Furniture;Furnishings;1188;393
SAFCO;Safco Industrial Shelving;Consumer;Office Supplies;Storage;1189;384
DAX;DAX Wood Document Frame;Consumer;Furniture;Furnishings;205;74
Staple magnet;Staple magnet;Consumer;Office Supplies;Storage;162;462
Global;Global Push Button Manager's Chair, Indigo;Home Office;Furniture;Chairs;147;262
GBC;GBC Standard Therm-A-Bind Covers;Consumer;Office Supplies;Binders;463;430
Staple holder;Staple holder;Home Office;Office Supplies;Appliances;394;117
GBC;GBC VeloBind Cover Sets;Home Office;Office Supplies;Binders;963;215
Other;Staples;Home Office;Office Supplies;Fasteners;80;170
Advantus;Advantus Rolling Storage Box;Home Office;Office Supplies;Storage;1190;281
Hoover;Hoover Upright Vacuum With Dirt Cup;Corporate;Office Supplies;Appliances;1191;308
Xerox;Xerox 1906;Corporate;Office Supplies;Paper;1192;91
Fellowes;Fellowes Strictly Business Drawer File, Letter/Legal Size;Corporate;Office Supplies;Storage;1193;330
Carina;Carina Mini System Audio Rack, Model AR050B;Consumer;Office Supplies;Storage;351;71
Acme;Acme Box Cutter Scissors;Consumer;Office Supplies;Supplies;652;476
Boston;Boston School Pro Electric Pencil Sharpener, 1670;Corporate;Office Supplies;Art;1194;346
Other;Alphabetical Labels for Top Tab Filing;Consumer;Office Supplies;Labels;806;94
HTC;HTC One;Consumer;Technology;Phones;1195;79
Other;Recycled Eldon Regeneration Jumbo File;Consumer;Office Supplies;Storage;512;118
Imation;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;Consumer;Technology;Accessories;1114;75
Other;Stacking Trays by OIC;Corporate;Furniture;Furnishings;516;49
Executive Impressions;"Executive Impressions 10"" Spectator Wall Clock";Corporate;Furniture;Furnishings;1196;250
Avery;Avery Hanging File Binders;Corporate;Office Supplies;Binders;1197;480
Avery;Avery 477;Corporate;Office Supplies;Labels;1198;239
Xerox;Xerox 1981;Corporate;Office Supplies;Paper;1199;222
Other;DYMO CardScan Personal V9 Business Card Scanner;Corporate;Technology;Machines;1200;327
Other;Mophie Juice Pack Helium for iPhone;Corporate;Technology;Phones;461;180
Master Caster;Master Caster Door Stop, Large Brown;Home Office;Furniture;Furnishings;91;292
Tenex;Tenex Chairmats For Use with Hard Floors;Consumer;Furniture;Furnishings;960;61
Fellowes;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;Consumer;Office Supplies;Storage;57;38
Other;Mediabridge Sport Armband iPhone 5s;Consumer;Technology;Phones;1201;189
Acco;Acco 6 Outlet Guardian Standard Surge Suppressor;Consumer;Office Supplies;Appliances;637;69
Acco;Acco Hanging Data Binders;Corporate;Office Supplies;Binders;594;361
Other;Fashion Color Clasp Envelopes;Corporate;Office Supplies;Envelopes;1073;72
Logitech;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;Corporate;Technology;Accessories;33;188
AT&T;AT&T 1080 Corded phone;Corporate;Technology;Phones;309;125
Plantronics;Plantronics CS 50-USB - headset - Convertible, Monaural;Corporate;Technology;Phones;664;293
Hon;Hon 5100 Series Wood Tables;Corporate;Furniture;Tables;577;210
Clearsounds;ClearSounds CSC500 Amplified Spirit Phone Corded phone;Corporate;Technology;Phones;1095;441
Newell;Newell 350;Corporate;Office Supplies;Art;369;343
Kensington;Kensington 6 Outlet SmartSocket Surge Protector;Consumer;Office Supplies;Appliances;1202;349
Cardinal;Cardinal HOLDit! Binder Insert Strips,Extra Strips;Consumer;Office Supplies;Binders;130;9
Maxell;Maxell Pro 80 Minute CD-R, 10/Pack;Consumer;Technology;Accessories;877;137
Tennsco;Tennsco Industrial Shelving;Consumer;Office Supplies;Storage;1203;315
Ibico;Ibico Ibimaster 300 Manual Binding System;Corporate;Office Supplies;Binders;690;202
BIC;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;Corporate;Office Supplies;Art;221;494
Other;Sabrent 4-Port USB 2.0 Hub;Corporate;Technology;Accessories;1204;460
Staple envelope;Staple envelope;Corporate;Office Supplies;Envelopes;29;381
Sauder;Sauder Inglewood Library Bookcases;Home Office;Furniture;Bookcases;432;231
Global;Global Fabric Manager's Chair, Dark Gray;Home Office;Furniture;Chairs;1205;63
Xerox;Xerox 1970;Home Office;Office Supplies;Paper;1096;45
Xerox;Xerox 1917;Home Office;Office Supplies;Paper;951;19
Plantronics;Plantronics Savi W720 Multi-Device Wireless Headset System;Home Office;Technology;Accessories;1206;180
Panasonic;Panasonic KX TS3282W Corded phone;Home Office;Technology;Phones;1207;215
Nu-Dell;Nu-Dell Executive Frame;Home Office;Furniture;Furnishings;804;28
Imation;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;Home Office;Technology;Accessories;1208;286
Atlantic;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;Corporate;Furniture;Bookcases;1209;73
Avery;Avery 51;Corporate;Office Supplies;Labels;821;62
Verbatim;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack;Corporate;Technology;Accessories;1210;0
Newell;Newell 313;Corporate;Office Supplies;Art;839;38
Xerox;Xerox 1959;Corporate;Office Supplies;Paper;1211;311
SAFCO;SAFCO Mobile Desk Side File, Wire Frame;Corporate;Office Supplies;Storage;431;496
O'Sullivan;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;Corporate;Furniture;Bookcases;1212;496
Avery;Avery 505;Corporate;Office Supplies;Labels;206;332
Sony;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;Corporate;Technology;Accessories;378;123
Cisco;Cisco 9971 IP Video Phone Charcoal;Corporate;Technology;Machines;1213;327
Other;Speck Products Candyshell Flip Case;Corporate;Technology;Phones;1214;356
Xerox;Xerox 21;Corporate;Office Supplies;Paper;689;350
O'Sullivan;O'Sullivan Living Dimensions 5-Shelf Bookcases;Consumer;Furniture;Bookcases;467;422
Newell;Newell 317;Consumer;Office Supplies;Art;420;380
Enermax;Enermax Acrylux Wireless Keyboard;Consumer;Technology;Accessories;1187;240
DAX;DAX Wood Document Frame;Corporate;Furniture;Furnishings;205;162
GBC;GBC Standard Recycled Report Covers, Clear Plastic Sheets;Corporate;Office Supplies;Binders;40;437
Adams;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;Corporate;Office Supplies;Paper;455;185
Newell;Newell 34;Corporate;Office Supplies;Art;859;61
Wilson Jones;Wilson Jones data.warehouse D-Ring Binders with DublLock;Corporate;Office Supplies;Binders;647;133
Other;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";Corporate;Office Supplies;Envelopes;474;479
Global;Global Deluxe Steno Chair;Home Office;Furniture;Chairs;413;372
Acco;Acco 6 Outlet Guardian Premium Surge Suppressor;Home Office;Office Supplies;Appliances;457;444
Fellowes;Fellowes Binding Cases;Home Office;Office Supplies;Binders;364;6
Other;Recycled Pressboard Report Cover with Reinforced Top Hinge;Corporate;Office Supplies;Binders;308;86
Other;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";Corporate;Office Supplies;Paper;1215;113
Belkin;Belkin 5 Outlet SurgeMaster Power Centers;Consumer;Office Supplies;Appliances;1216;247
Boston;Boston 1730 StandUp Electric Pencil Sharpener;Consumer;Office Supplies;Art;1217;206
Easy-staple paper;Easy-staple paper;Consumer;Office Supplies;Paper;367;450
Other;"Speediset Carbonless Redi-Letter 7"" x 8 1/2""";Consumer;Office Supplies;Paper;1218;486
Bush;Bush Advantage Collection Racetrack Conference Table;Consumer;Furniture;Tables;233;285
BIC;BIC Brite Liner Highlighters, Chisel Tip;Corporate;Office Supplies;Art;136;178
SanDisk;SanDisk Cruzer 4 GB USB Flash Drive;Corporate;Technology;Accessories;1219;315
Anker;Anker 24W Portable Micro USB Car Charger;Corporate;Technology;Phones;1220;131
LG;LG Electronics Tone+ HBS-730 Bluetooth Headset;Corporate;Technology;Phones;1221;179
GE;GE 30524EE4;Corporate;Technology;Phones;13;59
Other;Dual Level, Single-Width Filing Carts;Corporate;Office Supplies;Storage;880;282
Other;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;Consumer;Furniture;Furnishings;1107;491
Deflect-o;Deflect-o EconoMat Nonstudded, No Bevel Mat;Consumer;Furniture;Furnishings;1222;482
Other;Binding Machine Supplies;Consumer;Office Supplies;Binders;1223;223
Avery;Avery 508;Corporate;Office Supplies;Labels;2;74
Eldon;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;Home Office;Furniture;Furnishings;51;269
Acme;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";Consumer;Office Supplies;Supplies;930;372
Avery;Avery Fluorescent Highlighter Four-Color Set;Corporate;Office Supplies;Art;195;212
Other;Harbour Creations 67200 Series Stacking Chairs;Consumer;Furniture;Chairs;1167;143
Bevis;Bevis Round Conference Table Top & Single Column Base;Consumer;Furniture;Tables;582;118
Avery;Avery 500;Home Office;Office Supplies;Labels;1224;318
Wirebound;"Wirebound Service Call Books, 5 1/2"" x 4""";Home Office;Office Supplies;Paper;49;2
Crayola;Crayola Colored Pencils;Home Office;Office Supplies;Art;268;110
Xerox;Xerox 1991;Corporate;Office Supplies;Paper;1225;410
Hon;HON 5400 Series Task Chairs for Big and Tall;Consumer;Furniture;Chairs;604;426
Other;High-Back Leather Manager's Chair;Consumer;Furniture;Chairs;1152;269
Polycom;Polycom VVX 310 VoIP phone;Consumer;Technology;Phones;568;374
Nortel;Nortel Meridian M5316 Digital phone;Consumer;Technology;Phones;1226;241
Chromcraft;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;Consumer;Furniture;Tables;230;243
Other;"Computer Room Manger, 14""";Consumer;Furniture;Furnishings;866;22
Other;Bady BDG101FRU Card Printer;Consumer;Technology;Machines;1227;347
REDIFORM;Rediform Voice Mail Log Books;Consumer;Office Supplies;Paper;1228;360
Seth Thomas;"Seth Thomas 13 1/2"" Wall Clock";Consumer;Furniture;Furnishings;1229;123
Ibico;Ibico Standard Transparent Covers;Consumer;Office Supplies;Binders;275;133
Xerox;Xerox 1999;Consumer;Office Supplies;Paper;425;416
Staple envelope;Staple envelope;Consumer;Office Supplies;Envelopes;29;28
Global;Global Fabric Manager's Chair, Dark Gray;Corporate;Furniture;Chairs;1205;365
Wilson Jones;Wilson Jones Standard D-Ring Binders;Corporate;Office Supplies;Binders;753;191
Other;Coloredge Poster Frame;Consumer;Furniture;Furnishings;1230;102
Kensington;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver;Consumer;Technology;Accessories;245;275
Other;Hand-Finished Solid Wood Document Frame;Corporate;Furniture;Furnishings;1231;123
Xerox;Xerox 1920;Corporate;Office Supplies;Paper;1232;32
Tennsco;Tennsco Industrial Shelving;Corporate;Office Supplies;Storage;1203;432
Newell;Newell 310;Corporate;Office Supplies;Art;1040;10
Other;UniKeep View Case Binders;Consumer;Office Supplies;Binders;1075;276
Tennsco;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;Consumer;Office Supplies;Storage;477;368
Memorex;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;Consumer;Technology;Accessories;1233;452
Hon;Hon Metal Bookcases, Putty;Consumer;Furniture;Bookcases;1234;15
Office Star;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;Consumer;Furniture;Chairs;1134;147
Sanford;SANFORD Liquid Accent Tank-Style Highlighters;Consumer;Office Supplies;Art;957;12
Other;Cameo Buff Policy Envelopes;Corporate;Office Supplies;Envelopes;320;36
Xerox;Xerox 1957;Corporate;Office Supplies;Paper;189;107
Other;JBL Micro Wireless Portable Bluetooth Speaker;Consumer;Technology;Phones;790;478
Sanford;Sanford Colorific Colored Pencils, 12/Box;Consumer;Office Supplies;Art;1235;405
Advantus;Advantus Push Pins, Aluminum Head;Consumer;Office Supplies;Fasteners;323;161
Wirebound;Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book;Consumer;Office Supplies;Paper;1236;407
Memorex;Memorex Micro Travel Drive 8 GB;Corporate;Technology;Accessories;17;168
Dana;"Dana Fluorescent Magnifying Lamp, White, 36""";Corporate;Furniture;Furnishings;193;395
Other;Round Specialty Laser Printer Labels;Corporate;Office Supplies;Labels;36;100
Global;Global Deluxe Stacking Chair, Gray;Consumer;Furniture;Chairs;911;436
Logitech;Logitech Wireless Headset h800;Consumer;Technology;Accessories;298;180
Eldon;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;Corporate;Office Supplies;Storage;833;281
Avery;"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""";Consumer;Office Supplies;Binders;1237;123
Samsung;Samsung Galaxy S4;Consumer;Technology;Phones;1086;428
Newell;Newell 315;Consumer;Office Supplies;Art;584;371
GBC;GBC Standard Therm-A-Bind Covers;Consumer;Office Supplies;Binders;463;287
Acco;Acco Hanging Data Binders;Consumer;Office Supplies;Binders;594;109
Belkin;Belkin F8E887 USB Wired Ergonomic Keyboard;Consumer;Technology;Accessories;988;217
Other;Google Nexus 5;Consumer;Technology;Phones;1238;322
Kensington;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;Consumer;Office Supplies;Appliances;341;428
Avery;Avery Durable Binders;Consumer;Office Supplies;Binders;548;89
Acco;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";Consumer;Office Supplies;Binders;346;299
Xerox;Xerox 22;Consumer;Office Supplies;Paper;1239;477
Xerox;Xerox 1959;Consumer;Office Supplies;Paper;1211;199
Maxell;Maxell LTO Ultrium - 800 GB;Corporate;Technology;Accessories;974;489
Samsung;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);Corporate;Technology;Phones;1028;321
Other;Innergie mMini Combo Duo USB Travel Charging Kit;Corporate;Technology;Phones;241;224
Avery;Avery 485;Consumer;Office Supplies;Labels;629;377
Xerox;Xerox 1881;Consumer;Office Supplies;Paper;570;111
Xerox;Xerox 1920;Corporate;Office Supplies;Paper;1232;216
Hon;Hon 61000 Series Interactive Training Tables;Consumer;Furniture;Tables;1172;183
Avery;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;Consumer;Office Supplies;Labels;953;51
Smead;Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;Corporate;Office Supplies;Labels;910;64
Sanford;Sanford 52201 APSCO Electric Pencil Sharpener;Consumer;Office Supplies;Art;692;361
Anker;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand;Consumer;Technology;Accessories;1240;490
Easy-staple paper;Easy-staple paper;Consumer;Office Supplies;Paper;367;391
Fellowes;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;Consumer;Office Supplies;Binders;1022;336
Newell;Newell 34;Home Office;Office Supplies;Art;859;488
